session_type,year,lap_length,position,driver_name,driver_number,average_lap_time,track_temperature,pressure,rainfall,wind_speed,wind_direction,humidity,air_temperature
Qualifying,2025,6.174,13,Fernando ALONSO,14,182.17953846153844,36.9,1006.6,0,0.9,68,44.0,31.4
Qualifying,2025,6.174,14,Isack HADJAR,6,188.0026363636364,36.9,1006.6,0,0.9,68,44.0,31.4
Qualifying,2025,6.174,15,Oliver BEARMAN,87,168.60185714285714,36.9,1006.6,0,0.9,68,44.0,31.4
Qualifying,2025,6.174,16,Lance STROLL,18,127.07524999999998,36.9,1006.6,0,0.9,68,44.0,31.4
Qualifying,2025,6.174,17,Jack DOOHAN,7,123.58825,36.9,1006.6,0,0.9,68,44.0,31.4
Qualifying,2025,6.174,18,Nico HULKENBERG,27,141.49214285714288,36.9,1006.6,0,0.9,68,44.0,31.4
Qualifying,2025,6.174,19,Esteban OCON,31,132.422875,36.9,1006.6,0,0.9,68,44.0,31.4
Qualifying,2025,6.174,20,Gabriel BORTOLETO,5,144.7162857142857,36.9,1006.6,0,0.9,68,44.0,31.4
Race,2025,6.174,1,Oscar PIASTRI,81,97.34682051282051,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,2,Max VERSTAPPEN,1,97.95586842105266,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,3,Charles LECLERC,16,98.05976315789474,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,4,Lando NORRIS,4,97.84241025641026,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,5,George RUSSELL,63,98.23052631578946,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,6,Kimi ANTONELLI,12,98.18065789473687,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,7,Lewis HAMILTON,44,98.64926315789471,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,8,Carlos SAINZ,55,99.11689473684211,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,9,Alexander ALBON,23,99.15889189189188,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,10,Isack HADJAR,6,98.92276315789475,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,11,Liam LAWSON,30,99.07237837837836,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,12,Fernando ALONSO,14,98.98332432432433,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,13,Oliver BEARMAN,87,99.361,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,14,Esteban OCON,31,99.19289189189189,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,15,Gabriel BORTOLETO,5,99.3815945945946,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,16,Nico HULKENBERG,27,99.40489189189188,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,17,Jack DOOHAN,7,99.5846052631579,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,17,Lance STROLL,18,99.73170270270265,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,19,Yuki TSUNODA,22,0.0,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,20,Pierre GASLY,10,0.0,36.7,1007.3,0,1.5,337,47.0,31.6
